run_dir,fold,task,fusion,modalities,seed,shuffle_train_labels,n_train_internal,n_internal_val,n_test_heldout,params,size_mb,test_accuracy,test_macro_f1,test_weighted_f1,test_n,nonoverlap_accuracy,nonoverlap_macro_f1,nonoverlap_weighted_f1,nonoverlap_n,folder_majority_accuracy,folder_majority_macro_f1,folder_majority_weighted_f1,folder_majority_n,majority_baseline_accuracy,majority_baseline_macro_f1,majority_baseline_weighted_f1,majority_baseline_n,majority_class,zero_audio_accuracy,zero_audio_macro_f1,zero_image_accuracy,zero_image_macro_f1,zero_imu_accuracy,zero_imu_macro_f1,zero_tof_accuracy,zero_tof_macro_f1,zero_mag_accuracy,zero_mag_macro_f1
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__imu-tof-image__seed42,test_p1p2,surface,gated,imu+tof+image,42,False,3402,824,7024,228680,2.8435516357421875,0.9421981776765376,0.9330713967508274,0.9415607468977362,7024,0.942754424778761,0.9337658042266217,0.9423312070947529,3616,0.9960474308300395,0.9956101634259811,0.9960516743135811,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,0.4592824601366743,0.265488938847047,0.6378132118451025,0.6140868212678365,0.8905182232346242,0.8750167755618306,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__imu-tof-image__seed42,test_p1p2,surface,concat,imu+tof+image,42,False,3402,824,7024,233093,2.87109375,0.947750569476082,0.9389131323673251,0.9464588420391177,7024,0.9474557522123894,0.9381173102938547,0.9462601981436953,3616,0.9920948616600791,0.9905764966740577,0.9920882886514816,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,0.5576594533029613,0.4562653640925586,0.7948462414578588,0.7958372761436033,0.8425398633257403,0.8261484502908896,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__imu-tof-audio__seed42,test_p1p2,surface,gated,imu+tof+audio,42,False,3402,824,7024,146728,1.8905563354492188,0.9261104783599089,0.9160356588812082,0.9255685341973351,7024,0.9261615044247787,0.9161110952027318,0.9258145185603064,3616,0.9762845849802372,0.9715684706838209,0.9762302250759112,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,0.42753416856492027,0.28730144272870767,,,0.8445330296127562,0.8414401181302467,0.7361902050113895,0.6582719510339333,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__imu-tof-audio__seed42,test_p1p2,surface,concat,imu+tof+audio,42,False,3402,824,7024,151141,1.9208602905273438,0.9488895216400911,0.9426108613436242,0.9479415789949626,7024,0.947179203539823,0.9401635851395719,0.9461809864053604,3616,0.9960474308300395,0.9967126124377144,0.9960407805486431,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,0.28929384965831434,0.08975265017667845,,,0.7615318906605922,0.7634968165397588,0.822750569476082,0.7645472390874384,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__imu-tof-mag__seed42,test_p1p2,surface,gated,imu+tof+mag,42,False,3402,824,7024,134184,1.7381134033203125,0.8013952164009112,0.7326137885350077,0.7655356139434025,7024,0.800608407079646,0.7304490047147019,0.765190661623541,3616,0.8379446640316206,0.7550078867387373,0.7868054169038213,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,0.5106776765375854,0.4240732607133319,0.4864749430523918,0.2864314386231944,0.6328302961275627,0.5629592125920478
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__imu-tof-mag__seed42,test_p1p2,surface,concat,imu+tof+mag,42,False,3402,824,7024,138597,1.7681350708007812,0.80125284738041,0.7374600607702197,0.7700465657643122,7024,0.7997787610619469,0.7328182290973965,0.76742062455272,3616,0.8300395256916996,0.7564418168895781,0.7883613986941225,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,0.505125284738041,0.4068265110521592,0.49644077448747154,0.29911013892386457,0.6566059225512528,0.5866086594494511
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__audio-image__seed42,test_p1p2,surface,gated,audio+image,42,False,3402,824,7024,165719,2.07171630859375,0.9740888382687927,0.9728416126557423,0.9740694134881493,7024,0.9759402654867256,0.9745446300080924,0.9759428658436059,3616,0.9960474308300395,0.9956668608037275,0.9960511140628129,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,0.16244305239179954,0.05589712186160441,0.5401480637813212,0.4175621031415889,,,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__audio-image__seed42,test_p1p2,surface,concat,audio+image,42,False,3402,824,7024,165573,2.0483245849609375,0.9854783599088838,0.9850258963708765,0.9854594282655018,7024,0.9858960176991151,0.9852512046475089,0.9858790579674233,3616,0.9960474308300395,0.9967126124377144,0.9960407805486431,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,0.28929384965831434,0.08975265017667845,0.42255125284738043,0.25508070541351957,,,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__mag-image__seed42,test_p1p2,surface,gated,mag+image,42,False,3402,824,7024,153175,1.9190597534179688,0.9320899772209568,0.9295117081670252,0.9317023160044786,7024,0.9361172566371682,0.9336550651194425,0.935793096553907,3616,0.9920948616600791,0.991933393907035,0.9921563152983474,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,0.16913439635535307,0.05786653677545056,,,,,0.9397779043280182,0.935262855885604
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__mag-image__seed42,test_p1p2,surface,concat,mag+image,42,False,3402,824,7024,153029,1.89727783203125,0.9507403189066059,0.9486039525639512,0.9506534193675418,7024,0.9535398230088495,0.9513804542318203,0.953441220051214,3616,0.9960474308300395,0.9956101634259811,0.9960516743135811,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,0.16913439635535307,0.05786653677545056,,,,,0.9561503416856492,0.9536137902965214
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__mag-audio__seed42,test_p1p2,surface,gated,mag+audio,42,False,3402,824,7024,71223,0.9666290283203125,0.8973519362186788,0.8912585672264994,0.895729165654403,7024,0.8957411504424779,0.889122834507724,0.8940746625641898,3616,0.9960474308300395,0.9963398692810458,0.9960370973158698,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,0.260250569476082,0.2481436048963201,,,,,,,0.9066059225512528,0.8993271901385962
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__mag-audio__seed42,test_p1p2,surface,concat,mag+audio,42,False,3402,824,7024,71077,0.9461517333984375,0.9023348519362187,0.8939683266631958,0.9004879160889256,7024,0.901825221238938,0.8930053876178757,0.8998197817175957,3616,0.9920948616600791,0.9919884831540134,0.9920799047172393,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,0.16913439635535307,0.05786653677545056,,,,,,,0.8439635535307517,0.8186397161009904
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__tof-image__seed42,test_p1p2,surface,gated,tof+image,42,False,3402,824,7024,153079,1.9184494018554688,0.9537300683371298,0.9520627599504474,0.9535131809071151,7024,0.9560287610619469,0.9540841087790047,0.9558056429928974,3616,1.0,1.0,1.0,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,0.3609054669703872,0.21267345260943257,,,0.8654612756264237,0.8526525388910942,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__tof-image__seed42,test_p1p2,surface,concat,tof+image,42,False,3402,824,7024,152933,1.8968048095703125,0.9668280182232346,0.9652195295061791,0.9666226787310712,7024,0.9676438053097345,0.9653847474936159,0.9674265409013644,3616,1.0,1.0,1.0,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,0.4520216400911162,0.2839759931029434,,,0.7974088838268792,0.7649188375306697,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__tof-audio__seed42,test_p1p2,surface,gated,tof+audio,42,False,3402,824,7024,71127,0.9677886962890625,0.9356492027334852,0.9302119390710667,0.9346805089012434,7024,0.9339048672566371,0.9278664498825984,0.9328433553953368,3616,0.9960474308300395,0.9967126124377144,0.9960407805486431,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,0.28929384965831434,0.08975265017667845,,,,,0.28929384965831434,0.0898121546961326,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__tof-audio__seed42,test_p1p2,surface,concat,tof+audio,42,False,3402,824,7024,70981,0.9457626342773438,0.9417710706150342,0.9378424407592372,0.9413868788226294,7024,0.9402654867256637,0.9360092694074404,0.9399571386540284,3616,0.9960474308300395,0.9967126124377144,0.9960407805486431,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,0.28929384965831434,0.08975265017667845,,,,,0.5017084282460137,0.4168809061603664,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__tof-mag__seed42,test_p1p2,surface,gated,tof+mag,42,False,3402,824,7024,58583,0.8155059814453125,0.5733200455580866,0.5557213688133731,0.5240028462964241,7024,0.5779867256637168,0.5614456504385134,0.530705033191675,3616,0.5889328063241107,0.5576837606837607,0.4969583797844668,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,,,0.28075170842824604,0.22098645956026614,0.5308940774487472,0.5338731804323279
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__tof-mag__seed42,test_p1p2,surface,concat,tof+mag,42,False,3402,824,7024,58437,0.793792724609375,0.5969533029612756,0.5691790335451268,0.5470858832819573,7024,0.5948561946902655,0.5667853061725479,0.5452868633631182,3616,0.6284584980237155,0.5999994016872419,0.568525244975178,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,,,0.2917141230068337,0.0974647069502948,0.42155466970387245,0.356209973033767
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__imu-image__seed42,test_p1p2,surface,gated,imu+image,42,False,3402,824,7024,210839,2.5960311889648438,0.9399202733485194,0.9360382469898301,0.9398914690161816,7024,0.9397123893805309,0.9356945128468673,0.9396458248696626,3616,0.9960474308300395,0.9956101634259811,0.9960516743135811,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,0.34965831435079725,0.1957117827174077,0.6765375854214123,0.6417455823573771,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__imu-image__seed42,test_p1p2,surface,concat,imu+image,42,False,3402,824,7024,210693,2.5750885009765625,0.9547266514806378,0.9493761955159863,0.9545415351108144,7024,0.9532632743362832,0.9467744042154804,0.9530409437373897,3616,0.9960474308300395,0.9956101634259811,0.9960516743135811,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,0.4346526195899772,0.24955368237769632,0.6580296127562643,0.6269771375977504,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__imu-audio__seed42,test_p1p2,surface,gated,imu+audio,42,False,3402,824,7024,128887,1.6448516845703125,0.9244020501138952,0.915495411148932,0.9241734028379586,7024,0.9253318584070797,0.9161160025747334,0.9249802299184094,3616,0.9960474308300395,0.9956668608037275,0.9960511140628129,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,0.16244305239179954,0.05589712186160441,,,0.7811788154897494,0.7663250699492398,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__imu-audio__seed42,test_p1p2,surface,concat,imu+audio,42,False,3402,824,7024,128741,1.6241378784179688,0.8902334851936219,0.8745611306635025,0.8874359962728733,7024,0.8924225663716814,0.8763660250034387,0.889642739055488,3616,0.9920948616600791,0.9903600464576074,0.9920948616600791,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,0.28929384965831434,0.08975265017667845,,,0.8754271070615034,0.8696194300366636,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__imu-mag__seed42,test_p1p2,surface,gated,imu+mag,42,False,3402,824,7024,116343,1.4917831420898438,0.689493166287016,0.6352715013378398,0.6756489784235911,7024,0.6888827433628318,0.6313409518267218,0.6735795130465174,3616,0.7628458498023716,0.71686031259032,0.7508225489857498,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,0.27420273348519364,0.1813547129894047,,,0.5703302961275627,0.45986470652150685
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__imu-mag__seed42,test_p1p2,surface,concat,imu+mag,42,False,3402,824,7024,116197,1.4715118408203125,0.6009396355353075,0.5269933439644205,0.5791087763650749,7024,0.6092367256637168,0.5355486087383141,0.5877506999764657,3616,0.6324110671936759,0.5480432442141654,0.6026796745826546,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,0.2371867881548975,0.15775715614816763,,,0.5314635535307517,0.40863573706756967
experiments_lopgo/full_lopgo_search/test_p1p2__surface__gated__imu-tof__seed42,test_p1p2,surface,gated,imu+tof,42,False,3402,824,7024,116247,1.4893951416015625,0.7793280182232346,0.7260593269589174,0.7536905003598193,7024,0.7795907079646017,0.725236083220523,0.7542497891355097,3616,0.841897233201581,0.7655251721656903,0.7973776180336933,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,0.5,0.4267528006965433,0.34709567198177677,0.16700551212776832,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__concat__imu-tof__seed42,test_p1p2,surface,concat,imu+tof,42,False,3402,824,7024,116101,1.4688568115234375,0.7518507972665148,0.6746093921294821,0.7083034858025794,7024,0.7522123893805309,0.6732014568608935,0.7089256839202477,3616,0.8142292490118577,0.7072570672479999,0.748597127541289,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,0.4874715261958998,0.3983194950757166,0.35990888382687924,0.19896573908803733,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__single__image__seed42,test_p1p2,surface,single,image,42,False,3402,824,7024,120837,1.4710235595703125,0.9574316628701595,0.9539419063181424,0.9569720257587748,7024,0.9610066371681416,0.957687508093985,0.9606246707644441,3616,0.9960474308300395,0.9956101634259811,0.9960516743135811,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__single__audio__seed42,test_p1p2,surface,single,audio,42,False,3402,824,7024,38885,0.5194625854492188,0.9029043280182233,0.8949569188090297,0.9017179665280197,7024,0.9048672566371682,0.8971912910142258,0.9036531758019111,3616,0.9920948616600791,0.9930694582063249,0.9921033761462306,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__single__mag__seed42,test_p1p2,surface,single,mag,42,False,3402,824,7024,26341,0.36614227294921875,0.24572892938496582,0.25490960692784165,0.24721018911425907,7024,0.24972345132743362,0.2597024708589327,0.2515020257690758,3616,0.2727272727272727,0.3015405516684623,0.2748435604551226,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__single__tof__seed42,test_p1p2,surface,single,tof,42,False,3402,824,7024,26245,0.366241455078125,0.5858485193621867,0.5814321111186169,0.5622647382672382,7024,0.5882190265486725,0.5824306131951091,0.56429319989963,3616,0.6442687747035574,0.6201107122126489,0.6061598832679327,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__surface__single__imu__seed42,test_p1p2,surface,single,imu,42,False,3402,824,7024,84005,1.0439910888671875,0.6057801822323462,0.5340981809727954,0.5833904650655511,7024,0.6106194690265486,0.5373649391437005,0.5880004996330079,3616,0.6719367588932806,0.6019517492525954,0.6572978262312322,253,0.28929384965831434,0.08975265017667845,0.12982444843323648,7024,sand,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__imu-tof-mag-audio-image__seed42,test_p1p2,activity,gated,imu+tof+mag+audio+image,42,False,10531,2577,19415,276840,3.4698715209960938,0.8738604172031934,0.8666984381517676,0.8689952447038528,19415,0.8737902823505936,0.8666141608443816,0.8688871825224787,10023,0.8824383164005806,0.8751543422982229,0.8773935986071891,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.8470254957507082,0.8464112817356318,0.8553180530517641,0.8472780645962944,0.6052021632758177,0.49642645673764996,0.8693278392995107,0.861715700602992,0.8665464846767963,0.8602284029743444
experiments_lopgo/full_lopgo_search/test_p1p2__activity__concat__imu-tof-mag-audio-image__seed42,test_p1p2,activity,concat,imu+tof+mag+audio+image,42,False,10531,2577,19415,290371,3.6177520751953125,0.8718516610867886,0.8691725964892488,0.8702300429562679,19415,0.8713957896837274,0.8686997728455804,0.8697808003751918,10023,0.8809869375907112,0.8774692731038072,0.8785075209139744,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.822044810713366,0.8237981893100712,0.7929436003090394,0.788758822986404,0.7347411795003863,0.7404200370158837,0.8749420551120268,0.8719534144626274,0.82425959309812,0.8261033787466041
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__tof-mag-audio-image__seed42,test_p1p2,activity,gated,tof+mag+audio+image,42,False,10531,2577,19415,201239,2.5634231567382812,0.9406644347154263,0.9388151248643645,0.9401509738385517,19415,0.9411353886062057,0.9393203611097659,0.9406315865135926,10023,0.9564586357039188,0.9542070392974887,0.9564017760762663,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.8525366984290497,0.8527513533718185,0.8445016739634303,0.8361294916972062,,,0.8922482616533608,0.8876685477503572,0.7888745815091425,0.7588990685961984
experiments_lopgo/full_lopgo_search/test_p1p2__activity__concat__tof-mag-audio-image__seed42,test_p1p2,activity,concat,tof+mag+audio+image,42,False,10531,2577,19415,210211,2.6432113647460938,0.9283543651815607,0.9251966624500034,0.9270907974072724,19415,0.9273670557717251,0.9242135305978297,0.9260634083202129,10023,0.9346879535558781,0.9313155708477616,0.9343263733158601,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.3083698171516868,0.15712673542765662,0.7859902137522534,0.7782477890174624,,,0.9456605717228946,0.9451280925619909,0.7112026783414885,0.6354423886591211
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__imu-mag-audio-image__seed42,test_p1p2,activity,gated,imu+mag+audio+image,42,False,10531,2577,19415,258999,3.2407379150390625,0.8493432912696369,0.8490810820361756,0.8496589741330419,19415,0.8493465030430011,0.8490751513971123,0.8496733215509,10023,0.8577648766328012,0.8569208011094324,0.857447069920931,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.6374452742724698,0.6125033860063813,0.8474375482874067,0.8469032274788284,0.5173319598248777,0.4577907818081777,,,0.8488797321658511,0.8486895842513403
experiments_lopgo/full_lopgo_search/test_p1p2__activity__concat__imu-mag-audio-image__seed42,test_p1p2,activity,concat,imu+mag+audio+image,42,False,10531,2577,19415,267971,3.3220672607421875,0.8768993046613444,0.8734996440033745,0.8746658192220432,19415,0.877481791878679,0.8739813665938269,0.8751790839967847,10023,0.8867924528301887,0.8825259064515422,0.8837017561841511,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.46876126706155036,0.39172430300697947,0.8646922482616534,0.8627052888669401,0.7956734483646665,0.7790765530498369,,,0.843265516353335,0.8436399772392474
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__imu-tof-audio-image__seed42,test_p1p2,activity,gated,imu+tof+audio+image,42,False,10531,2577,19415,258903,3.240753173828125,0.8474375482874067,0.8476016713529875,0.8480649973600058,19415,0.8474508630150653,0.8476369057237592,0.8481120725693653,10023,0.8563134978229318,0.8559112410613201,0.856299242912165,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.8468709760494463,0.8469379427686183,0.8414112799381921,0.8419417179983637,0.5458150914241566,0.45748325622430386,0.8478496008241051,0.8478643006714867,,
experiments_lopgo/full_lopgo_search/test_p1p2__activity__concat__imu-tof-audio-image__seed42,test_p1p2,activity,concat,imu+tof+audio+image,42,False,10531,2577,19415,267875,3.319610595703125,0.844604687097605,0.8441656661830841,0.8448680313022662,19415,0.8446572882370548,0.8441494627509737,0.8448890320453133,10023,0.8548621190130624,0.8537381622112964,0.8544204168765743,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.5603914499098636,0.4844418163674571,0.8225083698171517,0.8211296556313084,0.6671645634818439,0.5499435237487597,0.8455318053051765,0.8432060877768651,,
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__imu-tof-mag-image__seed42,test_p1p2,activity,gated,imu+tof+mag+image,42,False,10531,2577,19415,246359,3.0885009765625,0.8604172031934072,0.8589858555187716,0.8598169804134544,19415,0.8606205726828295,0.8591904878374946,0.8600349760210435,10023,0.8679245283018868,0.8659787353793909,0.8667214728958812,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,,,0.8586659799124389,0.8560890161267359,0.31022405356682975,0.1607592915074381,0.8506824620139067,0.8502638071979437,0.8276075199587948,0.8291382570380413
experiments_lopgo/full_lopgo_search/test_p1p2__activity__concat__imu-tof-mag-image__seed42,test_p1p2,activity,concat,imu+tof+mag+image,42,False,10531,2577,19415,255331,3.1678619384765625,0.851403553953129,0.8507666251486175,0.8514461462237957,19415,0.8513419135987229,0.850673869679112,0.8513806649428738,10023,0.8592162554426706,0.8579368316333468,0.8586017253261506,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,,,0.73772856039145,0.7358835911793725,0.6757661601854237,0.6058890590211607,0.8651043007983518,0.8629862549095678,0.8319855781612155,0.8330496393089418
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__imu-tof-mag-audio__seed42,test_p1p2,activity,gated,imu+tof+mag+audio,42,False,10531,2577,19415,164407,2.1371307373046875,0.82559876384239,0.8268365427614066,0.8270883239820498,19415,0.8258006584854833,0.8270504525705458,0.8273197036947889,10023,0.8301886792452831,0.8314721680209355,0.8315435839971609,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.8265773886170487,0.8278628677416605,,,0.31449909863507597,0.19245705213363395,0.7493175379860932,0.7247876949120545,0.825959309812001,0.8273740931274455
experiments_lopgo/full_lopgo_search/test_p1p2__activity__concat__imu-tof-mag-audio__seed42,test_p1p2,activity,concat,imu+tof+mag+audio,42,False,10531,2577,19415,173379,2.2170181274414062,0.8679886685552408,0.8658669481531683,0.8667870185257384,19415,0.8685024443779308,0.8663005462029935,0.8672498701910532,10023,0.8751814223512336,0.8726559229432792,0.8734500569681491,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.593716198815349,0.5108394001210482,,,0.618490857584342,0.5074598519130546,0.8791140870460984,0.8756246104190616,0.8462013906773114,0.8464388459284987
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__mag-audio-image__seed42,test_p1p2,activity,gated,mag+audio+image,42,False,10531,2577,19415,183398,2.318115234375,0.8671130569147566,0.8608513013745959,0.8654189568905445,19415,0.866606804349995,0.8604839222518765,0.8649231533737664,10023,0.872278664731495,0.8652505935012226,0.871598905515956,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.48956992016482104,0.47518582774183377,0.7668297707957764,0.751797044813287,,,,,0.6485706927633273,0.5237834715221534
experiments_lopgo/full_lopgo_search/test_p1p2__activity__concat__mag-audio-image__seed42,test_p1p2,activity,concat,mag+audio+image,42,False,10531,2577,19415,187811,2.3468704223632812,0.9171259335565285,0.9133354008057948,0.9155797953792396,19415,0.9162925271874688,0.9125368578170425,0.9147444108075571,10023,0.9346879535558781,0.9311134904020468,0.9340980334095835,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.47695081122843164,0.3986887764217785,0.8513520473860418,0.8429781967723096,,,,,0.813237187741437,0.7933332728658402
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__tof-audio-image__seed42,test_p1p2,activity,gated,tof+audio+image,42,False,10531,2577,19415,183302,2.31573486328125,0.8229204223538501,0.8082531663654398,0.8141685819484585,19415,0.8229073131796867,0.8085579044431078,0.8142316155745642,10023,0.8359941944847605,0.8222143084793595,0.8298133400375498,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.4054596961112542,0.34031030937289164,0.5810970898789596,0.5314125058989649,,,0.8553180530517641,0.8508498286008427,,
experiments_lopgo/full_lopgo_search/test_p1p2__activity__concat__tof-audio-image__seed42,test_p1p2,activity,concat,tof+audio+image,42,False,10531,2577,19415,187715,2.3449020385742188,0.8835436518156065,0.876750251198501,0.8803853688301496,19415,0.8840666467125611,0.8774076972601247,0.8808638425930828,10023,0.8998548621190131,0.893679642251854,0.8982330906640246,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.32984805562709246,0.16535626218417962,0.37965490600051505,0.2227576996787477,,,0.8482101467937162,0.8474279549755462,,
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__tof-mag-image__seed42,test_p1p2,activity,gated,tof+mag+image,42,False,10531,2577,19415,170758,2.1630172729492188,0.7941797579191346,0.7815169179900173,0.7850433104351677,19415,0.7944727127606505,0.7820579051223695,0.7854917066012552,10023,0.8098693759071117,0.7970403812390269,0.8006717901261963,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,,,0.5639969096059748,0.4616664670789585,,,0.6989441153747102,0.684388898163878,0.5947978367241823,0.5013398256062457
experiments_lopgo/full_lopgo_search/test_p1p2__activity__concat__tof-mag-image__seed42,test_p1p2,activity,concat,tof+mag+image,42,False,10531,2577,19415,175171,2.1934967041015625,0.8945145506052021,0.8941387090698335,0.8943307066003365,19415,0.8944427816023147,0.8940671843152428,0.8942422475397755,10023,0.9085631349782293,0.9076506149676882,0.9080943187460231,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,,,0.5250579448879732,0.423590223712615,,,0.9453515323203708,0.9448173525906484,0.6913211434457893,0.6309454671944708
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__tof-mag-audio__seed42,test_p1p2,activity,gated,tof+mag+audio,42,False,10531,2577,19415,88806,1.212005615234375,0.8948750965748132,0.8903500951013475,0.8935632716924516,19415,0.8937443879078121,0.8892608292500898,0.8924252100474867,10023,0.9332365747460087,0.9298283468866502,0.9328865592702004,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.4570177697656451,0.4060475805532288,,,,,0.5077002317795519,0.47357097599299086,0.6962657738861705,0.6778008121995746
experiments_lopgo/full_lopgo_search/test_p1p2__activity__concat__tof-mag-audio__seed42,test_p1p2,activity,concat,tof+mag+audio,42,False,10531,2577,19415,93219,1.2400894165039062,0.903476693278393,0.8994940041464701,0.9025252044349905,19415,0.9046193754364961,0.9007794895254247,0.9036596828959063,10023,0.918722786647315,0.9145705359768718,0.9186326489947708,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.4343033736801442,0.3580628815810602,,,,,0.860056657223796,0.8594477562920284,0.6763842389904713,0.5754058590449821
experiments_lopgo/full_lopgo_search/test_p1p2__activity__gated__imu-audio-image__seed42,test_p1p2,activity,gated,imu+audio+image,42,False,10531,2577,19415,241062,2.9945907592773438,0.8454287921710018,0.8457959144775397,0.8462122674847844,19415,0.8455552229871296,0.8458986786491672,0.8463419739245795,10023,0.8563134978229318,0.8559112410613201,0.856299242912165,689,0.3617821272212207,0.17711209450685225,0.19222797092188465,19415,walk,0.8453772856039145,0.8457347066188641,0.8453772856039145,0.8457347066188641,0.43028586144733455,0.32399173890963057,,,,
